CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,NONRES_TYPE_DESC,BLDG_NAME,BLDG_DESC,PERMIT_TYPE,PERMIT_VALUE,SQF,ADDRESS,ZIP_CODE,PIN,PLANNING_AREA
003,11494,02393526,00302393526,Circle Pines,2006,No Projects,None,,,,,,,,Developed Communities
003,11494,02393526,00302393526,Circle Pines,2007,No Projects,None,,,,,,,,Developed Communities
003,11494,02393526,00302393526,Circle Pines,2008,No Projects,No activity,,,,,,,,Developed Communities
003,11494,02393526,00302393526,Circle Pines,2009,No Projects,None,,,,,,,,Developed Communities
003,11494,02393526,00302393526,Circle Pines,2010,No Projects,,,,,,,,,Developed Communities
003,11494,02393526,00302393526,Circle Pines,2011,No Projects,,,,,,,,,Developed Communities
003,11494,02393526,00302393526,Circle Pines,2012,No Projects,,,,,,,,,Developed Communities
037,12376,02393579,03702393579,Coates,2003,Office,Lunda Construction,Office building (industrial),N,537565,7461,15623 Clayton Av,55068,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2004,Other Commercial Services,Craig Shaffer,Repair/storage,N,213024,9600,23509 Goodwin Ave,55031,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2005,Other Commercial Services,Craig Schaffer,Private repair/storage garage,N,213024,9600,23509 Goodwin Av,55031,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2006,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2007,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2008,No Projects,None reported,,,,,,,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2009,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2010,No Data,,,,,,,,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2011,No Projects,,,,,,,,,Rural Communities: Diversified Rural Communities
037,12376,02393579,03702393579,Coates,2012,No Projects,,,,,,,,,Rural Communities: Diversified Rural Communities
019,12664,02393601,01902393601,Cologne,2003,No Projects,None,,,,,,,,Rural Centers
019,12664,02393601,01902393601,Cologne,2004,No Projects,None,,,,,,,,Rural Centers
019,12664,02393601,01902393601,Cologne,2005,No Projects,None,,,,,,,,Rural Centers
019,12664,02393601,01902393601,Cologne,2006,Bank,Security Bank,Bank,N,740526,5000,1110 Village Pkwy,55322,404390010,Rural Centers
019,12664,02393601,01902393601,Cologne,2006,Recreation Public,Cologne Community Center,Community center/city hall,N,2413000,16000,1211 Village Pkwy,55322,404400010,Rural Centers
019,12664,02393601,01902393601,Cologne,2007,Eating and Drinking Establishments,Burky's,Restaurant/bar,A,100000,,505 Lake St W,,400131800,Rural Centers
019,12664,02393601,01902393601,Cologne,2007,Manufacturing,Modern Design,Custom cabinetry,A,500000,,209 Paul Av S,,400500620,Rural Centers
019,12664,02393601,01902393601,Cologne,2007,Religious,St. Bernard's Church,Church,A,978000,,210 Church St E,,400134500,Rural Centers
019,12664,02393601,01902393601,Cologne,2008,No Projects,None reported,,,,,,,,Rural Centers
019,12664,02393601,01902393601,Cologne,2009,No Projects,None,,,,,,,,Rural Centers
019,12664,02393601,01902393601,Cologne,2010,Schools,Cologne Academy,Charter School Addition,A,817349,,1221 Village Parkway,,,Rural Centers
019,12664,02393601,01902393601,Cologne,2011,No Data,,,,,,,,,Rural Centers
019,12664,02393601,01902393601,Cologne,2012,No Data,,,,,,,,,Rural Centers
003,12700,02393607,00302393607,Columbia Heights,2003,Manufacturing,Profile Tool,Industrial building,N,700313,16552,3929 California St,55421,343024410021,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2003,Medical--Commercial,Todd Johnson DDS,Dental clinic; partial valuation,N,316425,3416,5207 University Av NE,55421,263024210089,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2003,Public Works,Minneapolis Water Works,Water filtration plant; partial valuation,N,3285000,,4501 Reservoir Blvd,55421,253024441000,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2004,Medical--Commercial,Todd Johnson DDs,Dental clinic,N,360000,3416,5207 University Ave,55421,263024210089,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2004,Public Works,Mpls Water Works,Water filtration plant,N,30573000,60040,4501 Reservoir Blvd,55421,253024430001,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2004,Religious,First Lutheran Church,Church,A,3000000,6500,1555 40th Ave,55421,363024420109,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2004,Retail,Discount Tire Store,Retail/service,N,600000,7700,,55421,263024110011,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2005,Arts Entertainment and Recreation,Grand Central Lofts,Community center for residents,N,590000,4686,1039 Grandview Ct,55421,25302432xxxx,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2005,Religious,First Lutheran Church,Church; add garage,N,52700,1620,1555 40th Av,55421,363024420109,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2005,Retail,Advanced Auto Parts,Retail store,N,550000,6800,4545 Central Av,55421,243024330066,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2006,Eating and Drinking Establishments,Sarna's Bar &amp; Grill,Restaurant &amp; bar,N,643327,7500,3939 University Av NE,55421,,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2007,Retail,Columbia Heights Liquor,Municipal liquor store,N,1432634,6672,2105 37th Av,,363024440026,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2007,Retail,Columbia Heights Liquor,Municipal liquor store,N,1896366,8441,4950 Central Av,,263024140143,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2008,Eating and Drinking Establishments,Taco Bell,Restaurant-fast food,N,382000,1776,4900 Central Av NE,,263024140015,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2008,Schools,Columbia Heights Gymnasium,Gymnasiums and addn to high school,A,5700000,30000,1400 49th Av NE,,253024210001,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2009,Eating and Drinking Establishments,Sonic Restaurant,Drive-in fast food,N,675000,1997,4910 Central Ave NE,55421,26-30-24-14-0145,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2009,Government Office,Public safety building,Police/fire,N,5800000,45000,825 41st Ave NE,55421,35-30-24-14-0151,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2010,Eating and Drinking Establishments,Jimmy Johns,sandwich shop,N,450000,1800,4955 Central Ave,55421,253024230003,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2011,Retail,Aldi's,Retail grocery store,N,836115,18760,5025 Central Ave NE,55421,253024000000,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2012,Retail,O'Reilly's Auto Parts,Retail parts store,N,546288,7492,3700 Central Avenue NE,55421,353024440121,Developed Communities
003,12700,02393607,00302393607,Columbia Heights,2012,Schools,Highland Elementary,School addition,A,1750000,10000,1500 49th avenue ne,55421,253024240001,Developed Communities
003,12718,02393610,00302393610,Columbus,2006,Office/Warehouse,Zeigler Cat,Office/shop/warehouse,N,5750000,65000,13822 Freeway Dr W,55038,363222230002,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2007,Arts Entertainment and Recreation,Running Aces,Harness track &amp; bldgs,N,18959000,166055,15201 Zurich St,,243222310002,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2007,Public Works,City of Columbus,Public works building,N,850000,17608,16319 Kettle River Blvd,,143222120007,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2008,Office/Warehouse,Waldoch,Office/warehouse,N,400000,9000,6931 135th Av,55025,33-32-22-31-0010,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2008,Warehouse,Construction Technology,Warehouse; storage units,N,1500000,24840,13405 Lake Dr,55025,33-32-22-34-0001,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2009,Office,Structural buildings,Office,N,305000,3284,13932 Lake Dr,55025,33-32-22-21-0005,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2009,Other Commercial Services,Structural buildings,Shop,N,273000,6322,13932 Lake Dr,55025,33-32-22-21-0005,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2009,Utilities--Commercial,Trillium Development,Cell tower and equipment shelter,N,100000,120,8762 165th Ave,55025,14-32-22-12-0004,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2010,No Projects,,,,,,,,,Rural Communities: Diversified Rural Communities
003,12718,02393610,00302393610,Columbus,2012,Warehouse,no building name,CIC storage facility,A,284000,6740,13405 Lake Drive,55025,12000,Rural Communities: Diversified Rural Communities
003,,00663853,00300663853,Columbus Township (historical),2003,Manufacturing,Coates Trailer,Retail/factory,N,1093000,22360,14025 Freeway Dr W,55025,363222210002,N/A
003,,00663853,00300663853,Columbus Township (historical),2003,Other Commercial Services,INC,Storage,N,186000,82320,13711 Lake Dr,55025,333222240005,N/A
003,,00663853,00300663853,Columbus Township (historical),2003,Retail,Gander Mountain,Retail,N,4700000,96275,14640 Freeway Dr W,55025,,N/A
003,,00663853,00300663853,Columbus Township (historical),2003,Warehouse,Buetow Brothers Stucco,Business/storage,N,194000,5616,14331 Lake Dr,55025,283222440001,N/A
003,,00663853,00300663853,Columbus Township (historical),2004,Office,North Pole Aggregate,Office,A,,1030,14550 Lake Dr,55025,283222140008,N/A
003,,00663853,00300663853,Columbus Township (historical),2004,Other Commercial Services,North Pole Aggregate,Equipment repair shop,A,1300000,14103,14550 Lake Dr,55025,283222140008,N/A
003,,00663853,00300663853,Columbus Township (historical),2005,Retail,Trailer Land,Retail,A,157000,1920,9541 152nd Av,55025,243222420005,N/A
003,13114,02393628,00302393628,Coon Rapids,2003,Bank,Central Bank,Bank,N,1280000,12500,3585 124th Av,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Bank,First Advantage Bank,Bank,N,775000,5958,9950 Foley Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Eating and Drinking Establishments,Home Town Buffet,Restaurant,N,1100000,9000,3580 Main St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Eating and Drinking Establishments,IHOP Restaurant,Restaurant,N,1225438,5000,55 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Office,North Metro Realtors Assn,Office,N,500000,4957,11450 Robinson Dr,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Office,Medtronic,Office/medical,A,10400000,56000,11520 Yellowpine St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Office,Parent Professional Building,Office,N,786555,14300,3776 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Office,Landmark Mortgage,Office,N,388000,4572,11490 Hanson Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Office/Warehouse,Jorgenson Office/Warehouse,Office/warehouse,N,1295000,48728,9255 East River Rd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Office/Warehouse,Harco Moving Company,Office/warehouse,N,450000,12181,11365 Xeon St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Public Works,Coon Rapids Recycling Center,Public/salvage,N,150000,1600,1827 111th Av,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Recreation Public,Thorpe Park Warming House,Public/recreation,N,129000,1134,12251 Crooked Lk Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Recreation Public,Coon Rapids Dam Pavilion,Public/recreation,N,375000,5000,9750 Egret Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,J.C. Penney,Retail,N,2800000,93800,12550 Riverdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Foley Partners,Retail in mixed use,A,1846000,24232,445 99th Av,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Cas.Cor/Sol. Lvg/M.Mat,Retail,N,1133950,15800,12764-66-68 Riverdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Pier 1 Imports,Retail,N,930000,10120,12760 Riverdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Cal Spas,Retail,N,300000,6000,11345 Robinson Dr,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Multi-tenant retail,Retail,N,158000,2340,3585 River Rapids Dr,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Foley Partners,Retail/restaurant in mixed use,N,785000,6336,445 99th Av,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Multi-tenant retail,Retail in mixed use,N,1370000,27387,12665 Riverdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Retail,Archivers &amp; vacant tenant,Retail,N,1195000,11500,12690 Riverdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Warehouse,Fritolay,Warehouse,A,1200000,21600,9155 Evergreen Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2003,Warehouse,Steinwall and Inc.,Warehouse,A,1050000,16892,11611 Jay St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,Opportunity Services,Office,A,220000,3000,2383 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,Northdale Commons,Office Condos,N,375000,9216,2143/47/51 Northdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,Northdale Commons,Office Condos,N,250000,6144,2191/95 Northdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,Northdale Commons,Office Condos,N,375000,9216,2175/79/83 Northdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,J. Smith Office Bldg,Office,N,200000,1990,11344 Foley Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,K.F. Controls,Office,N,398000,5993,8865 Cottonwood St,,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,Keller Williams Realty,Office,N,1000000,13014,1740 116th Ave,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,Pointe No. Properties,Office,N,1200000,22844,3495 Northdale Blvd NW,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office,Northdale Commons,Office Condos,N,375000,9216,2159/63/67 Northdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Office/Warehouse,Evergreen II Dev.,Office/Warehouse,N,940000,29820,9405 Holly St,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Public Works,City of Coon Rapids,Water treatment plant,A,3100000,5890,2241 105th Ave,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Public Works,City of Coon Rapids,Telemetry tower,N,508200,,1831 111th Ave,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Religious,Spirit of Grace Church,Church,N,600000,5235,10110 Woodcrest Dr,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Religious,Cross of Christ Church,Church,A,1800000,27448,9931 Foley Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Retail,Velmeir Companies,Retail,N,216000,2667,2033 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Retail,Lowe's,Retail,N,5300000,135541,2700 Main St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Retail,Ace Hardware,Retail,N,850000,13233,9680 Foley Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Retail,Aldi Foods,Grocery store,N,1100500,15130,8800 Springbrook Dr,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2004,Retail,CVS Pharmacy,Pharmacy/retail,N,1300000,13639,2017 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Arts Entertainment and Recreation,YMCA,Fitness/health club,A,963040,5000,8950 Springbrook Dr,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Eating and Drinking Establishments,Boston's Restaurant,Restaurant and fast food,N,1200000,6290,12794 Riverdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Hotel-Lodging,Wingate Inn,Hotel,N,3200000,44431,3420 Northdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Manufacturing,Industrial Spring,Manufacturing,A,2100000,54200,9355 Holly St,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Manufacturing,RMS,Factory/office,A,2100000,32000,8600 Evergreen Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Medical--Commercial,Suburban Imaging,Medical,A,343996,3670,8990 Springbrook Dr,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Medical--Commercial,Orthopaedic Partners,Medical offices,N,2800000,24000,3111 124th Av,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Office,Traditional Construction,Offices,N,585000,7000,300 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Office,K &amp; G Investments,Offices,N,1250000,35480,1136 114th Ln,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Office,Traditional Construction,Offices,N,585000,7000,320 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Office/Warehouse,SAV Enterprises,Office/warehouse,N,865500,12076,11325 Xeon St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Office/Warehouse,L &amp; S Electric,Factory/office,A,1580000,31219,9300 Evergreen Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Other Commercial Services,Sparklewash,Car wash,N,890000,20000,1135 114th Ln,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Other Commercial Services,New Horizon Childcare,Daycare center,N,1150000,10698,13130 Riverdale Dr,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Public Works,City of Coon Rapids,Public works facility,A,1954000,80000,1831 111th Av,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Religious,Coon Rapids Baptist Church,Church; activity center,N,400000,6780,11164 Hanson Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Retail,CVS Pharmacy,Pharmacy/retail,N,1300000,13613,10930 University Av,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Retail,Carlson Toyota,Car dealership,N,3200000,56000,12880 Riverdale Dr,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Retail,Rochon Corp (Contr),Retail,N,2500000,33943,12640 Riverdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Retail,Home Goods,Retail,N,1244000,24410,3480 124th Av,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Retail,McDonald's Restaurant,Restaurant and fast food,N,600000,4423,3080 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Schools,Anoka Ramsey Community College,College; addn to garage area,A,268000,1630,11200 Mississippi Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Utilities--Commercial,Verizon Wireless,Monopole cell tower/bldg,N,325000,360,621 101st Av,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2005,Warehouse,Steel Tech,Industrial,N,425000,12486,11611 Eagle St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Eating and Drinking Establishments,Famous Daves,Restaurant,N,1200000,5831,3211 Northdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Eating and Drinking Establishments,Texas Roadhouse,Restaurant,N,750000,7136,2780 Main St,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Hospitals and Nursing Homes,Camilla Rose,Nursing home,A,9000000,5164,11800 Xeon Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Manufacturing,Frito Lay Corp,Industrial,A,240000,2200,9155 Evergreen Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Manufacturing,Commers Printing,Industrial,A,992000,16410,8560 Cottonwood St,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Office/Warehouse,Evergreen Industrial Park,Industrial,N,990000,33600,9320 Evergreen Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Other Commercial Services,3$ Car Wash,Car wash,N,820000,4223,2550 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Religious,Presbyterian Church of the Master,Church,A,1250000,3715,789 Northdale Blvd,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Religious,Coon Rapids Methodist Church,Church,A,600000,3000,10506 Hanson Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Retail,DDRC,Retail and Bldg 51,N,700000,9000,12580 Riverdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Retail,Aldi Foods,Grocery store,N,1100000,16762,3410 Northdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Retail,Pine Cone Plaza,Retail,N,835000,11000,9920 Foley Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Retail,Steiner Development,Retail,N,1500000,18000,2740 Main St,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2006,Retail,Deb Shoppes,Retail,N,130000,8011,12646 Riverdale Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Manufacturing,Medtronic,Manufacturing/storage,A,1877000,138677,11520 Yellow Pine St,55448,143124210003,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Medical--Commercial,Michael Medical,Medical office bldg,N,1100000,11100,11650 Round Lake Blvd,55433,173124220080,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Medical--Commercial,The Complete Chiropractic/Gym,Chiropractic clinic,N,800000,8209,150 87th La,55433,363124410023,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Medical--Commercial,Medical Office Building,Medical office bldg,N,2855000,31668,3833 Coon Rapids Blvd,55433,083124330080,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Office,Northdale Office Building,Office,N,1220000,13284,3340 Main St,55448,053124140105,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Office,Cardinal Heights Office Park,Office (Bldg D),N,375000,5970,10077 Dogwood St,55433,253124110077,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Office,Cardinal Heights Office Park,Office (Bldg C),N,375000,5979,10081 Dogwood St,55433,253124110078,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Office,Cardinal Heights Office Park,Office (Bldg B),N,375000,5979,10091 Dogwood St,55433,253124110076,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Office,Cardinal Heights Office Park,Office (Bldg A),N,375000,5979,10087 Dogwood St,55433,253124110075,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Retail,Menards,Retail (store),N,5300000,162340,3045 Main St,55448,043124330011,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Warehouse,Schiebout Properties,Industrial multi-tenant bldg,N,2725000,61118,11521 Eagle St,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2007,Warehouse,Menards,Warehouse for store,N,300000,26430,3045 Main St,55448,043124330011,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2008,Eating and Drinking Establishments,Texas Roadhouse,Restaurant,A,100000,449,2780 Main St,55448,093124120017,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2008,Medical--Commercial,Health Partners,Medical clinic,A,1800000,9126,11475 Robinson Dr,55433,153124110012,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2008,Office,Foley Office Building,Office,N,1650000,20516,10160 Foley Blvd,55448,243124430056,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2008,Religious,Cedar Rock Church,Church,A,874955,8400,3700 Coon Rapids Blvd,55433,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2008,Retail,Sports Authority,Retail,A,830000,7200,3420 124th Av,55433,083124110036,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2008,Transit,Northstar Commuter Rail,Riverdale Station/parking area,N,4732530,1000,3050 Northdale Blvd,55433,083124140031,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2009,Bank,Klein Bank,Bank,A,1135000,4320,3251 Northdale Blvd,55433,04-31-24-33-0021,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2009,Manufacturing,Steinwall,Industrial-manufacturing,A,1160000,10500,1759 116th Ave,55448,15-31-24-11-0008,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2009,Recreation Public,Bunker Beach concession building,Recreation,N,124167,1000,701 County Parkway A,55448,01-31-24-22-0001,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2009,Religious,Faith Lutheran Church,Church,A,1600000,5716,11115 Hanson Blvd,55433,15-31-24-42-0005,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2009,Schools,Anoka Ramsey Community College,Fine Arts building,N,3148800,30810,11200 Mississippi Blvd,55433,17-31-24-41-0001,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2010,Arts Entertainment and Recreation,COON RAPIDS ICE ARENA,ICE ARENA,N,8300000,59366,11000 CROOKED LAKE BLVD,55433,163124340031,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2010,Arts Entertainment and Recreation,BUNKER HILLS CLUB HOUSE,GOLF COURSE CLUB HOUSE,N,7121026,44885,12800 BUNKER PRAIRIE PK DR,55448,,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2010,Other Commercial Services,KWIK TRIP,GAS STATION,N,1185000,5297,9250 SPRINGBROOK DR,55433,363124120035,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2010,Retail,GOODWILL,RETAIL SALES,A,1400000,22229,3071 COON RAPIDS BLVD,55433,163124320002,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2011,Bank,United Educators Credit Union,Bank,N,1275000,5060,11599 Robinson Av,,153124120015,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2011,Hospitals and Nursing Homes,Park River Estates,Nursing home,A,1830000,10054,9099 Avocet St,,263124240005,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2011,Manufacturing,RMS,Industrial manufacturing,A,3000000,60000,8600 Evergreen Blvd,,363124430007,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2011,Other Commercial Services,ARCC-Health &amp; Wellness Center,Education,A,1100000,27873,11200 Mississippi Blvd,,173124410001,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2011,Retail,Holiday Station,Gas station,N,1010000,7421,1855 Gate Way Dr,,103124430021,Developed Communities
003,13114,02393628,00302393628,Coon Rapids,2011,Warehouse,Green Bay Packaging,Warehouse,A,2065000,45300,555 87th Ln,,363124310011,Developed Communities
